image_name,image_path,perc_0,perc_1,perc_2,perc_3
NP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b119ddda5f83987d136c_left-45737_top-22228_bottom-22536_right-46076,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b119ddda5f83987d136c_left-45737_top-22228_bottom-22536_right-46076.png,1,0,0,0
NP.26_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b19bddda5f83987d8b25_left-11820_top-57216_bottom-57473_right-12092,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.26_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b19bddda5f83987d8b25_left-11820_top-57216_bottom-57473_right-12092.png,0,1,0,0
NP.14_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b146ddda5f83987d4040_left-47310_top-24818_bottom-25103_right-47571,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b146ddda5f83987d4040_left-47310_top-24818_bottom-25103_right-47571.png,1,0,1,0
NP.6_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b11eddda5f83987d18fb_left-44221_top-25842_bottom-26111_right-44507,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.6_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b11eddda5f83987d18fb_left-44221_top-25842_bottom-26111_right-44507.png,1,1,0,0
NP.11_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b137ddda5f83987d3091_left-11565_top-57984_bottom-58241_right-11850,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.11_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b137ddda5f83987d3091_left-11565_top-57984_bottom-58241_right-11850.png,0,0,1,0
NP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b108ddda5f83987d04d4_left-9339_top-53958_bottom-54231_right-9643,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.1_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b108ddda5f83987d04d4_left-9339_top-53958_bottom-54231_right-9643.png,1,0,1,0
NP.29_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1b1ddda5f83987da2c2_left-9075_top-55761_bottom-56051_right-9373,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.29_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1b1ddda5f83987da2c2_left-9075_top-55761_bottom-56051_right-9373.png,0,0,1,0
NP.29_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b1b6ddda5f83987da77f_left-56338_top-26127_bottom-26394_right-56595,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.29_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b1b6ddda5f83987da77f_left-56338_top-26127_bottom-26394_right-56595.png,0,0,0,0
NP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b109ddda5f83987d0648_left-45259_top-22517_bottom-22791_right-45547,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b109ddda5f83987d0648_left-45259_top-22517_bottom-22791_right-45547.png,1,0,1,0
NP.11_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b137ddda5f83987d3091_left-15131_top-57183_bottom-57473_right-15441,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.11_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b137ddda5f83987d3091_left-15131_top-57183_bottom-57473_right-15441.png,0,0,1,0
NP.14_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b146ddda5f83987d4040_left-48329_top-20976_bottom-21259_right-48601,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b146ddda5f83987d4040_left-48329_top-20976_bottom-21259_right-48601.png,1,0,0,0
NP.28_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1a4ddda5f83987d9546_left-7295_top-55241_bottom-55522_right-7598,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1a4ddda5f83987d9546_left-7295_top-55241_bottom-55522_right-7598.png,0,0,0,0
NP.9_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b129ddda5f83987d21ff_left-9343_top-55718_bottom-56035_right-9633,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.9_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b129ddda5f83987d21ff_left-9343_top-55718_bottom-56035_right-9633.png,0,0,1,0
NP.21_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b183ddda5f83987d7966_left-8845_top-57302_bottom-57559_right-9102,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.21_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b183ddda5f83987d7966_left-8845_top-57302_bottom-57559_right-9102.png,0,0,0,0
NP.26_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b19bddda5f83987d8b25_left-15139_top-57194_bottom-57473_right-15415,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.26_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b19bddda5f83987d8b25_left-15139_top-57194_bottom-57473_right-15415.png,0,0,1,0
NP.12_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b139ddda5f83987d3257_left-8817_top-57293_bottom-57586_right-9130,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.12_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b139ddda5f83987d3257_left-8817_top-57293_bottom-57586_right-9130.png,0,1,0,0
SP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b157ddda5f83987d568f_left-45743_top-22766_bottom-23042_right-46050,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b157ddda5f83987d568f_left-45743_top-22766_bottom-23042_right-46050.png,1,0,0,0
NP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b11bddda5f83987d15cd_left-15133_top-57164_bottom-57493_right-15440,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b11bddda5f83987d15cd_left-15133_top-57164_bottom-57493_right-15440.png,0,0,1,0
NP.13_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b140ddda5f83987d3979_left-45743_top-22766_bottom-23045_right-46063,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.13_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b140ddda5f83987d3979_left-45743_top-22766_bottom-23045_right-46063.png,0,0,1,0
JP.5_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b174ddda5f83987d6ae1_left-8320_top-54469_bottom-54754_right-8611,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.5_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b174ddda5f83987d6ae1_left-8320_top-54469_bottom-54754_right-8611.png,0,1,0,0
NP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b11bddda5f83987d15cd_left-11821_top-57216_bottom-57478_right-12105,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b11bddda5f83987d15cd_left-11821_top-57216_bottom-57478_right-12105.png,1,0,0,0
SP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b161ddda5f83987d5acf_left-44230_top-19966_bottom-20243_right-44518,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b161ddda5f83987d5acf_left-44230_top-19966_bottom-20243_right-44518.png,0,0,0,0
NP.8_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b125ddda5f83987d1d57_left-48053_top-20222_bottom-20492_right-48349,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.8_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b125ddda5f83987d1d57_left-48053_top-20222_bottom-20492_right-48349.png,0,0,1,0
NP.13_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b144ddda5f83987d3dab_left-56821_top-27407_bottom-27664_right-57107,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.13_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b144ddda5f83987d3dab_left-56821_top-27407_bottom-27664_right-57107.png,0,0,0,0
SP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b157ddda5f83987d568f_left-48814_top-20990_bottom-21274_right-49107,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b157ddda5f83987d568f_left-48814_top-20990_bottom-21274_right-49107.png,1,0,0,0
JP.2_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b17dddda5f83987d74f9_left-47294_top-21493_bottom-21759_right-47603,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.2_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b17dddda5f83987d74f9_left-47294_top-21493_bottom-21759_right-47603.png,1,0,0,0
JP.1_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b174ddda5f83987d6a61_left-59134_top-27915_bottom-28176_right-59424,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.1_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b174ddda5f83987d6a61_left-59134_top-27915_bottom-28176_right-59424.png,0,0,1,0
NP.24_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b194ddda5f83987d85d6_left-8845_top-57302_bottom-57559_right-9102,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.24_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b194ddda5f83987d85d6_left-8845_top-57302_bottom-57559_right-9102.png,0,0,0,0
JP.1_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b172ddda5f83987d6893_left-15130_top-57163_bottom-57489_right-15445,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.1_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b172ddda5f83987d6893_left-15130_top-57163_bottom-57489_right-15445.png,0,0,1,0
JP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b179ddda5f83987d7071_left-16908_top-55923_bottom-56213_right-17227,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b179ddda5f83987d7071_left-16908_top-55923_bottom-56213_right-17227.png,1,1,0,0
NP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b119ddda5f83987d136c_left-47243_top-24544_bottom-24838_right-47615,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b119ddda5f83987d136c_left-47243_top-24544_bottom-24838_right-47615.png,0,0,1,0
NP.14_#_E_#_TCGA-E2-A14N-01Z-00-DX1_id-5e83b14addda5f83987d4554_left-27779_top-68095_bottom-68373_right-28071,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.14_#_E_#_TCGA-E2-A14N-01Z-00-DX1_id-5e83b14addda5f83987d4554_left-27779_top-68095_bottom-68373_right-28071.png,0,0,1,0
SP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b161ddda5f83987d5acf_left-44494_top-19438_bottom-19729_right-44787,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.1_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b161ddda5f83987d5acf_left-44494_top-19438_bottom-19729_right-44787.png,1,0,1,0
NP.9_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b12cddda5f83987d250f_left-14877_top-56436_bottom-56710_right-15180,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.9_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b12cddda5f83987d250f_left-14877_top-56436_bottom-56710_right-15180.png,0,0,1,0
JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-44479_top-19454_bottom-19737_right-44799,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-44479_top-19454_bottom-19737_right-44799.png,0,0,1,0
NP.8_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b125ddda5f83987d1d57_left-47818_top-20990_bottom-21247_right-48089,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.8_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b125ddda5f83987d1d57_left-47818_top-20990_bottom-21247_right-48089.png,1,1,0,0
NP.28_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1a4ddda5f83987d9546_left-8325_top-57036_bottom-57311_right-8600,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.28_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b1a4ddda5f83987d9546_left-8325_top-57036_bottom-57311_right-8600.png,0,1,0,0
NP.11_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b137ddda5f83987d3091_left-16920_top-55663_bottom-55936_right-17222,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.11_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b137ddda5f83987d3091_left-16920_top-55663_bottom-55936_right-17222.png,0,0,1,0
SP.2_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b164ddda5f83987d5d77_left-10125_top-56533_bottom-56791_right-10413,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/SP.2_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b164ddda5f83987d5d77_left-10125_top-56533_bottom-56791_right-10413.png,0,0,1,0
NP.11_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b136ddda5f83987d2ff9_left-16786_top-29843_bottom-30124_right-17060,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.11_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b136ddda5f83987d2ff9_left-16786_top-29843_bottom-30124_right-17060.png,0,0,1,0
NP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b111ddda5f83987d0c68_left-48082_top-20215_bottom-20497_right-48376,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.3_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b111ddda5f83987d0c68_left-48082_top-20215_bottom-20497_right-48376.png,0,0,1,0
NP.4_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b116ddda5f83987d119b_left-46290_top-22014_bottom-22270_right-46546,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.4_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b116ddda5f83987d119b_left-46290_top-22014_bottom-22270_right-46546.png,0,0,0,0
JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-45765_top-22248_bottom-22540_right-46058,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b176ddda5f83987d6d24_left-45765_top-22248_bottom-22540_right-46058.png,1,0,0,0
NP.15_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b152ddda5f83987d50f4_left-17435_top-58232_bottom-58513_right-17742,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b152ddda5f83987d50f4_left-17435_top-58232_bottom-58513_right-17742.png,0,0,0,0
NP.15_#_E_#_TCGA-AQ-A04J-01Z-00-DX1_id-5e83b14eddda5f83987d4ac8_left-66922_top-13328_bottom-13614_right-67190,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-AQ-A04J-01Z-00-DX1_id-5e83b14eddda5f83987d4ac8_left-66922_top-13328_bottom-13614_right-67190.png,0,0,0,0
NP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b11bddda5f83987d15cd_left-13341_top-57433_bottom-57739_right-13626,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.5_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b11bddda5f83987d15cd_left-13341_top-57433_bottom-57739_right-13626.png,1,0,1,0
NP.22_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b185ddda5f83987d7974_left-10105_top-56508_bottom-56820_right-10413,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.22_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b185ddda5f83987d7974_left-10105_top-56508_bottom-56820_right-10413.png,1,0,1,0
NP.10_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b132ddda5f83987d2c8e_left-57092_top-27151_bottom-27425_right-57368,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.10_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b132ddda5f83987d2c8e_left-57092_top-27151_bottom-27425_right-57368.png,0,0,1,0
NP.10_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b132ddda5f83987d2c8e_left-59154_top-27919_bottom-28176_right-59429,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.10_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b132ddda5f83987d2c8e_left-59154_top-27919_bottom-28176_right-59429.png,0,0,1,0
NP.23_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b18dddda5f83987d800a_left-10064_top-56510_bottom-56820_right-10435,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.23_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b18dddda5f83987d800a_left-10064_top-56510_bottom-56820_right-10435.png,0,0,1,0
NP.15_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b14cddda5f83987d4853_left-10104_top-56517_bottom-56791_right-10413,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-A1-A0SP-01Z-00-DX1_id-5e83b14cddda5f83987d4853_left-10104_top-56517_bottom-56791_right-10413.png,0,0,1,0
NP.18_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b16addda5f83987d621d_left-14861_top-57196_bottom-57497_right-15152,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.18_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b16addda5f83987d621d_left-14861_top-57196_bottom-57497_right-15152.png,0,0,1,0
NP.9_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12addda5f83987d232f_left-46802_top-21241_bottom-21509_right-47059,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.9_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b12addda5f83987d232f_left-46802_top-21241_bottom-21509_right-47059.png,0,1,0,0
NP.6_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b11fddda5f83987d19b2_left-14227_top-31908_bottom-32176_right-14532,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.6_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b11fddda5f83987d19b2_left-14227_top-31908_bottom-32176_right-14532.png,0,0,0,0
NP.18_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b16addda5f83987d621d_left-16402_top-56676_bottom-56976_right-16711,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.18_#_E_#_TCGA-C8-A12V-01Z-00-DX1_id-5e83b16addda5f83987d621d_left-16402_top-56676_bottom-56976_right-16711.png,1,0,0,0
NP.6_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b121ddda5f83987d1b6c_left-59154_top-27918_bottom-28176_right-59429,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.6_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b121ddda5f83987d1b6c_left-59154_top-27918_bottom-28176_right-59429.png,0,0,1,0
NP.5_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b11bddda5f83987d1548_left-17044_top-29867_bottom-30139_right-17315,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.5_#_E_#_TCGA-AR-A1AR-01Z-00-DX1_id-5e83b11bddda5f83987d1548_left-17044_top-29867_bottom-30139_right-17315.png,0,0,1,0
JP.6_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b1a2ddda5f83987d949a_left-57096_top-27151_bottom-27428_right-57373,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/JP.6_#_E_#_TCGA-E2-A158-01Z-00-DX1_id-5e83b1a2ddda5f83987d949a_left-57096_top-27151_bottom-27428_right-57373.png,0,0,0,0
NP.15_#_E_#_TCGA-E2-A14N-01Z-00-DX1_id-5e83b154ddda5f83987d538a_left-26236_top-69106_bottom-69422_right-26530,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.15_#_E_#_TCGA-E2-A14N-01Z-00-DX1_id-5e83b154ddda5f83987d538a_left-26236_top-69106_bottom-69422_right-26530.png,0,0,1,0
NP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b119ddda5f83987d136c_left-44446_top-19450_bottom-19766_right-44806,/Users/mraoaakash/Documents/research/research-personal/threshfinder/data/nucls/processed/images/NP.5_#_E_#_TCGA-A7-A0DA-01Z-00-DX1_id-5e83b119ddda5f83987d136c_left-44446_top-19450_bottom-19766_right-44806.png,0,0,1,0
